window,gene,category,count
100kb,ank3b,sig. negative,1
100kb,ank3b,sig. positive,12
100kb,ankar,sig. positive,2
100kb,ankdd1a,sig. positive,4
100kb,ankdd1b,sig. positive,7
100kb,ankef1b,sig. positive,17
100kb,ankfy1,sig. positive,26
100kb,ankhb,sig. negative,1
100kb,ankhb,sig. positive,10
100kb,ankhd1,sig. positive,2
100kb,ankib1a,sig. positive,15
100kb,ankib1b,sig. positive,4
100kb,ankk1,sig. negative,4
100kb,ankk1,sig. positive,1
100kb,ankle2,sig. positive,5
100kb,ankmy1,sig. positive,19
100kb,ankmy2a,sig. negative,2
100kb,ankmy2a,sig. positive,2
100kb,ankra2,sig. negative,5
100kb,ankrd10a,sig. negative,2
100kb,ankrd10a,sig. positive,14
100kb,ankrd10b,sig. negative,15
100kb,ankrd11,sig. negative,1
100kb,ankrd11,sig. positive,17
100kb,ankrd12,sig. positive,8
100kb,ankrd13a,sig. negative,1
100kb,ankrd13a,sig. positive,6
100kb,ankrd13b,sig. negative,2
100kb,ankrd13b,sig. positive,16
100kb,ankrd13c,sig. positive,5
100kb,ankrd13d,sig. negative,1
100kb,ankrd13d,sig. positive,3
100kb,ankrd16,sig. positive,1
100kb,ankrd1a,sig. negative,1
100kb,ankrd1a,sig. positive,24
100kb,ankrd1b,sig. negative,2
100kb,ankrd1b,sig. positive,2
100kb,ankrd22,sig. positive,22
100kb,ankrd24,sig. positive,4
100kb,ankrd28b,sig. negative,1
100kb,ankrd28b,sig. positive,3
100kb,ankrd29,sig. negative,2
100kb,ankrd29,sig. positive,3
100kb,ankrd33aa,sig. positive,8
100kb,ankrd33ab,sig. positive,39
100kb,ankrd33ba,sig. positive,8
100kb,ankrd33bb,sig. positive,3
100kb,ankrd34bb,sig. negative,1
100kb,ankrd34bb,sig. positive,1
100kb,ankrd37,sig. negative,1
100kb,ankrd37,sig. positive,3
100kb,ankrd39,sig. negative,3
100kb,ankrd39,sig. positive,3
100kb,ankrd40,sig. positive,5
100kb,ankrd44,sig. negative,1
100kb,ankrd44,sig. positive,5
100kb,ankrd45,sig. negative,1
100kb,ankrd45,sig. positive,22
100kb,ankrd46a,sig. negative,2
100kb,ankrd46a,sig. positive,6
100kb,ankrd46b,sig. negative,2
100kb,ankrd46b,sig. positive,2
100kb,ankrd50l,sig. negative,1
100kb,ankrd50l,sig. positive,38
100kb,ankrd52a,sig. positive,2
100kb,ankrd54,sig. negative,2
100kb,ankrd54,sig. positive,6
100kb,ankrd55,sig. negative,1
100kb,ankrd55,sig. positive,2
100kb,ankrd6a,sig. positive,4
100kb,ankrd6b,sig. negative,1
100kb,ankrd6b,sig. positive,10
100kb,anks1ab,sig. negative,1
100kb,anks1ab,sig. positive,3
100kb,anks1b,sig. positive,47
100kb,anks3,sig. positive,4
100kb,anks4b,sig. negative,3
100kb,anks4b,sig. positive,3
100kb,ankzf1,sig. positive,2
100kb,anln,sig. negative,1
100kb,anln,sig. positive,17
100kb,ano10a,sig. negative,1
100kb,ano10a,sig. positive,21
100kb,ano10b,sig. negative,1
100kb,ano10b,sig. positive,5
100kb,ano2a,sig. positive,1
100kb,ano2b,sig. positive,1
100kb,ano3,sig. positive,15
100kb,ano5a,sig. negative,4
100kb,ano5a,sig. positive,1
100kb,ano5b,sig. positive,23
100kb,ano6,sig. positive,29
100kb,ano8a,sig. positive,4
100kb,ano8b,sig. negative,3
100kb,ano8b,sig. positive,7
100kb,ano9a,sig. positive,7
100kb,ano9b,sig. positive,7
100kb,anos1a,sig. positive,23
100kb,anos1b,sig. positive,21
100kb,anp32a,sig. negative,1
100kb,anp32a,sig. positive,8
100kb,anp32b,sig. positive,14
100kb,anp32e,sig. negative,4
100kb,anp32e,sig. positive,11
100kb,antkmt,sig. negative,2
100kb,antkmt,sig. positive,4
100kb,antxr1a,sig. positive,14
100kb,antxr1b,sig. negative,1
100kb,antxr1c,sig. positive,40
100kb,antxr1d,sig. positive,18
100kb,antxr2a,sig. positive,46
100kb,anxa11a,sig. negative,1
100kb,anxa11a,sig. positive,40
100kb,anxa11b,sig. positive,6
100kb,anxa13,sig. positive,4
100kb,anxa13l,sig. negative,1
100kb,anxa13l,sig. positive,2
100kb,anxa1a,sig. positive,10
100kb,anxa1b,sig. positive,7
100kb,anxa1c,sig. positive,5
100kb,anxa2a,sig. positive,6
100kb,anxa2b,sig. positive,11
100kb,anxa3a,sig. negative,2
100kb,anxa3a,sig. positive,17
100kb,anxa3b,sig. positive,5
100kb,anxa4,sig. positive,31
100kb,anxa5a,sig. positive,8
100kb,anxa5b,sig. negative,4
100kb,anxa6,sig. positive,18
100kb,aoc1,sig. negative,1
100kb,aoc2,sig. positive,26
100kb,aopep,sig. positive,59
100kb,aox5,sig. positive,4
100kb,aox6,sig. positive,4
100kb,ap1ar,sig. positive,7
100kb,ap1b1,sig. negative,1
100kb,ap1b1,sig. positive,16
100kb,ap1g1,sig. negative,3
100kb,ap1g1,sig. positive,5
100kb,ap1g2,sig. negative,1
100kb,ap1g2,sig. positive,5
100kb,ap1m1,sig. negative,12
100kb,ap1m1,sig. positive,6
100kb,ap1m2,sig. negative,3
100kb,ap1m2,sig. positive,11
100kb,ap1m3,sig. negative,1
100kb,ap1m3,sig. positive,1
100kb,ap1s1,sig. positive,5
100kb,ap1s2,sig. negative,1
100kb,ap1s2,sig. positive,2
100kb,ap1s3b,sig. positive,4
100kb,ap2a1,sig. positive,17
100kb,ap2b1,sig. negative,1
100kb,ap2m1a,sig. negative,1
100kb,ap2m1a,sig. positive,13
100kb,ap2m1b,sig. positive,3
100kb,ap2s1,sig. positive,4
100kb,ap3b1a,sig. positive,17
100kb,ap3d1,sig. negative,4
100kb,ap3d1,sig. positive,17
100kb,ap3m1,sig. positive,5
100kb,ap3m2,sig. negative,2
100kb,ap3m2,sig. positive,22
100kb,ap3s2,sig. positive,5
100kb,ap4b1,sig. positive,18
100kb,ap4e1,sig. positive,5
100kb,ap4s1,sig. negative,12
100kb,ap5b1,sig. negative,8
100kb,ap5m1,sig. negative,5
100kb,ap5m1,sig. positive,1
100kb,ap5z1,sig. negative,1
100kb,ap5z1,sig. positive,3
100kb,apaf1,sig. negative,1
100kb,apaf1,sig. positive,9
100kb,apba1a,sig. negative,1
100kb,apba1a,sig. positive,17
100kb,apba1b,sig. negative,2
100kb,apba1b,sig. positive,9
100kb,apba2a,sig. negative,8
100kb,apba2a,sig. positive,5
100kb,apba2b,sig. positive,35
100kb,apbb1ip,sig. negative,1
100kb,apbb1ip,sig. positive,2
100kb,apbb2b,sig. negative,1
100kb,apbb2b,sig. positive,45
100kb,apbb3,sig. negative,1
100kb,apbb3,sig. positive,5
100kb,apc,sig. positive,21
100kb,apc2,sig. negative,1
100kb,apc2,sig. positive,9
100kb,apcdd1l,sig. positive,19
100kb,apeh,sig. positive,21
100kb,apela,sig. positive,24
100kb,apex1,sig. negative,11
100kb,apex2,sig. negative,2
100kb,apex2,sig. positive,4
100kb,aph1b,sig. negative,3
100kb,aph1b,sig. positive,3
100kb,api5,sig. negative,10
100kb,api5,sig. positive,4
100kb,apip,sig. negative,2
100kb,apip,sig. positive,1
100kb,apln,sig. negative,1
100kb,apln,sig. positive,11
100kb,aplnr2,sig. positive,8
100kb,aplnra,sig. negative,1
100kb,aplnra,sig. positive,64
100kb,aplnrb,sig. negative,1
100kb,aplnrb,sig. positive,55
100kb,aplp1,sig. positive,40
100kb,aplp2,sig. positive,38
100kb,apmap,sig. negative,1
100kb,apmap,sig. positive,2
100kb,apoa1a,sig. negative,11
100kb,apoa1a,sig. positive,2
100kb,apoa1b,sig. negative,7
100kb,apoa4a,sig. negative,2
100kb,apoa4a,sig. positive,7
100kb,apoba,sig. negative,2
100kb,apoba,sig. positive,6
100kb,apobb.1,sig. positive,7
100kb,apobb.2,sig. negative,2
100kb,apobb.2,sig. positive,8
100kb,apobec2a,sig. negative,7
100kb,apobec2a,sig. positive,5
100kb,apoc1,sig. negative,1
100kb,apoc1,sig. positive,51
100kb,apoc2,sig. positive,28
100kb,apoc4,sig. positive,16
100kb,apoda.1,sig. positive,2
100kb,apoda.2,sig. negative,1
100kb,apoda.2,sig. positive,15
100kb,apoea,sig. positive,5
100kb,apoeb,sig. negative,1
100kb,apoeb,sig. positive,53
100kb,apof,sig. negative,1
100kb,apof,sig. positive,2
100kb,apol1,sig. negative,2
100kb,apol1,sig. positive,1
100kb,apooa,sig. negative,2
100kb,apoob,sig. negative,1
100kb,apool,sig. negative,2
100kb,apool,sig. positive,2
100kb,appa,sig. negative,1
100kb,appa,sig. positive,8
100kb,appb,sig. positive,8
100kb,appbp2,sig. negative,1
100kb,appbp2,sig. positive,6
100kb,appl2,sig. negative,1
100kb,aprt,sig. negative,1
100kb,aprt,sig. positive,2
100kb,aptx,sig. positive,2
100kb,aqp10a,sig. positive,2
100kb,aqp10b,sig. positive,5
100kb,aqp11,sig. positive,1
100kb,aqp12,sig. positive,2
100kb,aqp1a.1,sig. negative,2
100kb,aqp1a.1,sig. positive,20
100kb,aqp1a.2,sig. positive,17
100kb,aqp3a,sig. negative,2
100kb,aqp3a,sig. positive,2
100kb,aqp7,sig. positive,5
100kb,aqp8a.1,sig. positive,7
100kb,aqp8a.2,sig. negative,1
100kb,aqp8a.2,sig. positive,9
100kb,aqp8b,sig. positive,7
100kb,aqp9b,sig. positive,14
100kb,aqr,sig. positive,8
100kb,ar,sig. positive,1
100kb,araf,sig. positive,6
100kb,arap1a,sig. negative,1
100kb,arap1a,sig. positive,1
100kb,arap3,sig. negative,7
100kb,arap3,sig. positive,49
100kb,arcn1a,sig. negative,1
100kb,arcn1a,sig. positive,17
100kb,areg,sig. negative,1
100kb,areg,sig. positive,7
100kb,arf1,sig. positive,12
100kb,arf2a,sig. positive,15
100kb,arf2b,sig. negative,2
100kb,arf2b,sig. positive,9
100kb,arf3a,sig. positive,2
100kb,arf3b,sig. negative,2
100kb,arf3b,sig. positive,1
100kb,arf4a,sig. positive,10
100kb,arf4b,sig. positive,2
100kb,arf5,sig. positive,8
100kb,arf6a,sig. positive,6
100kb,arf6b,sig. positive,21
100kb,arfgap1,sig. negative,4
100kb,arfgap2,sig. positive,35
100kb,arfgap3,sig. negative,2
100kb,arfgap3,sig. positive,20
100kb,arfgef1,sig. positive,5
100kb,arfgef2,sig. positive,5
100kb,arfgef3,sig. positive,4
100kb,arfip1,sig. negative,1
100kb,arfip1,sig. positive,13
100kb,arfip2a,sig. positive,7
100kb,arfrp1,sig. positive,5
100kb,arg1,sig. positive,1
100kb,arg2,sig. negative,1
100kb,arg2,sig. positive,6
100kb,arglu1a,sig. negative,3
100kb,arglu1a,sig. positive,6
100kb,arglu1b,sig. positive,10
100kb,arhgap1,sig. positive,7
100kb,arhgap10,sig. positive,30
100kb,arhgap11a,sig. negative,3
100kb,arhgap11a,sig. positive,1
100kb,arhgap12a,sig. negative,3
100kb,arhgap12a,sig. positive,20
100kb,arhgap12b,sig. negative,4
100kb,arhgap12b,sig. positive,28
100kb,arhgap15,sig. positive,1
100kb,arhgap17a,sig. negative,4
100kb,arhgap17a,sig. positive,9
100kb,arhgap17b,sig. negative,5
100kb,arhgap17b,sig. positive,36
100kb,arhgap18,sig. positive,13
100kb,arhgap19,sig. positive,9
100kb,arhgap20,sig. negative,1
100kb,arhgap20b,sig. positive,34
100kb,arhgap21a,sig. positive,60
100kb,arhgap21b,sig. positive,47
100kb,arhgap23a,sig. positive,13
100kb,arhgap24,sig. positive,51
100kb,arhgap25,sig. negative,3
100kb,arhgap27,sig. negative,5
100kb,arhgap27,sig. positive,3
100kb,arhgap27l,sig. positive,41
100kb,arhgap28,sig. negative,2
100kb,arhgap28,sig. positive,25
100kb,arhgap29a,sig. positive,47
100kb,arhgap29b,sig. positive,35
100kb,arhgap31,sig. positive,24
100kb,arhgap32a,sig. positive,16
100kb,arhgap32b,sig. positive,28
100kb,arhgap33,sig. negative,1
100kb,arhgap33,sig. positive,20
100kb,arhgap35a,sig. negative,1
100kb,arhgap35a,sig. positive,15
100kb,arhgap35b,sig. negative,3
100kb,arhgap35b,sig. positive,9
100kb,arhgap36,sig. positive,64
100kb,arhgap39,sig. negative,2
100kb,arhgap39,sig. positive,24
100kb,arhgap42a,sig. positive,23
100kb,arhgap45a,sig. positive,26
100kb,arhgap45b,sig. negative,1
100kb,arhgap45b,sig. positive,2
100kb,arhgap4a,sig. positive,13
100kb,arhgap4b,sig. negative,3
100kb,arhgap4b,sig. positive,3
100kb,arhgap5,sig. positive,9
100kb,arhgdia,sig. positive,7
100kb,arhgdig,sig. negative,3
100kb,arhgdig,sig. positive,15
100kb,arhgef10,sig. positive,39
100kb,arhgef10la,sig. negative,5
100kb,arhgef10la,sig. positive,7
100kb,arhgef10lb,sig. positive,37
100kb,arhgef12a,sig. positive,56
100kb,arhgef12b,sig. positive,8
100kb,arhgef16,sig. negative,1
100kb,arhgef16,sig. positive,17
100kb,arhgef18a,sig. negative,2
100kb,arhgef18a,sig. positive,10
100kb,arhgef18b,sig. negative,1
100kb,arhgef18b,sig. positive,3
100kb,arhgef19,sig. positive,22
100kb,arhgef25b,sig. positive,68
100kb,arhgef28a,sig. positive,36
100kb,arhgef3,sig. negative,2
100kb,arhgef3,sig. positive,2
100kb,arhgef33,sig. positive,2
100kb,arhgef37,sig. positive,27
100kb,arhgef38,sig. negative,2
100kb,arhgef38,sig. positive,2
100kb,arhgef39,sig. positive,4
100kb,arhgef4,sig. positive,28
100kb,arhgef40,sig. negative,1
100kb,arhgef40,sig. positive,17
100kb,arhgef6,sig. positive,23
100kb,arhgef7a,sig. negative,1
100kb,arhgef7a,sig. positive,11
100kb,arhgef7b,sig. positive,18
100kb,arhgef9a,sig. positive,13
100kb,arhgef9b,sig. negative,1
100kb,arhgef9b,sig. positive,33
100kb,arid1aa,sig. negative,5
100kb,arid1ab,sig. negative,1
100kb,arid1ab,sig. positive,15
100kb,arid1b,sig. negative,4
100kb,arid1b,sig. positive,6
100kb,arid2,sig. negative,1
100kb,arid2,sig. positive,8
100kb,arid3a,sig. negative,1
100kb,arid3a,sig. positive,13
100kb,arid3b,sig. negative,1
100kb,arid3b,sig. positive,39
100kb,arid3c,sig. negative,1
100kb,arid3c,sig. positive,48
100kb,arid4a,sig. negative,3
100kb,arid4a,sig. positive,11
100kb,arid5a,sig. positive,2
100kb,arid5b,sig. positive,36
100kb,arid6,sig. positive,1
100kb,arih1,sig. positive,2
100kb,arih1l,sig. positive,11
100kb,arih2,sig. negative,1
100kb,arl1,sig. negative,1
100kb,arl1,sig. positive,7
100kb,arl11,sig. negative,1
100kb,arl13a,sig. negative,5
100kb,arl13a,sig. positive,11
100kb,arl13b,sig. negative,2
100kb,arl13b,sig. positive,1
100kb,arl14,sig. negative,1
100kb,arl14,sig. positive,4
100kb,arl14ep,sig. negative,10
100kb,arl15a,sig. positive,29
100kb,arl15b,sig. positive,2
100kb,arl16,sig. negative,1
100kb,arl16,sig. positive,6
100kb,arl2,sig. negative,4
100kb,arl2,sig. positive,1
100kb,arl2bp,sig. positive,4
100kb,arl3a,sig. positive,4
100kb,arl3b,sig. negative,3
100kb,arl3b,sig. positive,1
100kb,arl3l1,sig. positive,4
100kb,arl3l2,sig. negative,1
100kb,arl4aa,sig. positive,35
100kb,arl4ab,sig. positive,57
100kb,arl4ca,sig. positive,12
100kb,arl4cb,sig. positive,7
100kb,arl4d,sig. positive,31
100kb,arl5a,sig. negative,1
100kb,arl5a,sig. positive,11
100kb,arl5c,sig. positive,21
100kb,arl6,sig. positive,1
100kb,arl6ip1,sig. negative,9
100kb,arl6ip1,sig. positive,1
100kb,arl6ip4,sig. negative,1
100kb,arl6ip4,sig. positive,5
100kb,arl6ip5a,sig. positive,2
100kb,arl6ip5b,sig. negative,1
100kb,arl6ip6,sig. negative,3
100kb,arl6ip6,sig. positive,8
100kb,arl8,sig. positive,3
100kb,arl8a,sig. negative,3
100kb,arl8ba,sig. positive,19
100kb,arl8bb,sig. positive,16
100kb,arl9,sig. negative,1
100kb,arl9,sig. positive,4
100kb,armc1,sig. negative,2
100kb,armc10,sig. positive,2
100kb,armc1l,sig. positive,5
100kb,armc2,sig. positive,29
100kb,armc3,sig. positive,2
100kb,armc5,sig. positive,1
100kb,armc7,sig. negative,1
100kb,armc8,sig. positive,1
100kb,armc9,sig. positive,3
100kb,armh3,sig. positive,4
100kb,armt1,sig. negative,1
100kb,armt1,sig. positive,12
100kb,arnt,sig. negative,2
100kb,arnt,sig. positive,7
100kb,arnt2,sig. negative,1
100kb,arnt2,sig. positive,2
100kb,arpc1a,sig. positive,10
100kb,arpc1b,sig. negative,4
100kb,arpc2,sig. positive,34
100kb,arpc4,sig. positive,7
100kb,arpc4l,sig. negative,10
100kb,arpc5a,sig. positive,42
100kb,arpc5b,sig. positive,7
100kb,arpc5la,sig. negative,5
100kb,arpc5la,sig. positive,31
100kb,arpc5lb,sig. positive,20
100kb,arpin,sig. negative,3
100kb,arpin,sig. positive,1
100kb,arpp19a,sig. negative,4
100kb,arpp19b,sig. negative,2
100kb,arpp19b,sig. positive,1
100kb,arpp21,sig. negative,2
100kb,arpp21,sig. positive,13
100kb,arr3a,sig. negative,1
100kb,arr3a,sig. positive,3
100kb,arr3b,sig. positive,2
100kb,arrb1,sig. positive,4
100kb,arrb2a,sig. positive,6
100kb,arrb2b,sig. positive,26
100kb,arrdc1a,sig. positive,11
100kb,arrdc1b,sig. positive,26
100kb,arrdc2,sig. positive,23
100kb,arrdc3a,sig. positive,6
100kb,arrdc3b,sig. positive,2
100kb,arsa,sig. negative,1
100kb,arsa,sig. positive,1
100kb,arsg,sig. positive,1
100kb,arsh,sig. positive,1
100kb,arsia,sig. positive,9
100kb,arsj,sig. positive,7
100kb,arsk,sig. negative,7
100kb,arv1,sig. positive,3
100kb,arvcfa,sig. positive,3
100kb,arvcfb,sig. negative,1
100kb,arvcfb,sig. positive,4
100kb,arxa,sig. positive,10
100kb,arxb,sig. negative,1
100kb,arxb,sig. positive,13
100kb,as3mt,sig. negative,2
100kb,asah1a,sig. negative,1
100kb,asah1a,sig. positive,1
100kb,asah1b,sig. positive,7
100kb,asah2,sig. negative,1
100kb,asah2,sig. positive,17
100kb,asap1a,sig. positive,19
100kb,asap1b,sig. negative,2
100kb,asap1b,sig. positive,31
100kb,asap2a,sig. positive,30
100kb,asap2b,sig. negative,4
100kb,asap2b,sig. positive,28
100kb,asap3,sig. positive,13
100kb,asb1,sig. positive,8
100kb,asb10,sig. positive,12
100kb,asb11,sig. negative,2
100kb,asb11,sig. positive,26
100kb,asb12b,sig. negative,1
100kb,asb12b,sig. positive,24
100kb,asb13a.1,sig. negative,1
100kb,asb13a.2,sig. positive,1
100kb,asb13b,sig. positive,7
100kb,asb14b,sig. positive,1
100kb,asb15b,sig. positive,3
100kb,asb16,sig. positive,4
100kb,asb18,sig. negative,1
100kb,asb2a.1,sig. negative,1
100kb,asb2a.1,sig. positive,1
100kb,asb2b,sig. positive,7
100kb,asb4,sig. positive,22
100kb,asb5b,sig. positive,2
100kb,asb6,sig. positive,2
100kb,asb7,sig. negative,4
100kb,asb8,sig. negative,3
100kb,asb8,sig. positive,6
100kb,ascc1,sig. negative,5
100kb,ascc1,sig. positive,1
100kb,ascc2,sig. negative,3
100kb,ascc3,sig. negative,1
100kb,ascc3,sig. positive,4
100kb,ascl1a,sig. positive,33
100kb,ascl1b,sig. positive,2
100kb,asdurf,sig. positive,27
100kb,asf1ba,sig. negative,6
100kb,asf1ba,sig. positive,3
100kb,asf1bb,sig. positive,5
100kb,ash1l,sig. negative,1
100kb,ash1l,sig. positive,8
100kb,ash2l,sig. negative,4
100kb,ash2l,sig. positive,5
100kb,asic1a,sig. negative,2
100kb,asic1a,sig. positive,4
100kb,asic1b,sig. positive,21
100kb,asic1c,sig. positive,38
100kb,asic2,sig. positive,3
100kb,asic4a,sig. positive,35
100kb,asic4b,sig. positive,8
100kb,asip1,sig. positive,18
100kb,asip2b,sig. negative,3
100kb,asip2b,sig. positive,1
100kb,asl,sig. positive,1
100kb,asmt,sig. negative,1
100kb,asmt,sig. positive,2
100kb,asmt2,sig. negative,3
100kb,asmtl,sig. negative,1
100kb,asmtl,sig. positive,3
100kb,asns,sig. positive,6
100kb,aspa,sig. negative,2
100kb,aspa,sig. positive,4
100kb,aspg,sig. negative,3
100kb,aspg,sig. positive,1
100kb,asph,sig. negative,2
100kb,asph,sig. positive,25
100kb,asphd1,sig. negative,2
100kb,asphd1,sig. positive,8
100kb,asphd2,sig. positive,9
100kb,aspm,sig. positive,17
100kb,aspn,sig. negative,2
100kb,aspscr1,sig. positive,5
100kb,asrgl1,sig. positive,4
100kb,aste1a,sig. negative,1
100kb,astn1,sig. positive,20
100kb,asxl1,sig. negative,1
100kb,asxl1,sig. positive,6
100kb,asxl2,sig. negative,1
100kb,asxl2,sig. positive,9
100kb,asz1,sig. positive,3
100kb,atad1a,sig. negative,1
100kb,atad1a,sig. positive,3
100kb,atad2b,sig. positive,6
100kb,atad3,sig. negative,1
100kb,atad5a,sig. negative,10
100kb,atad5a,sig. positive,10
100kb,atad5b,sig. positive,4
100kb,atat1,sig. negative,2
100kb,atcaya,sig. negative,3
100kb,atcaya,sig. positive,1
100kb,atcayb,sig. positive,6
100kb,atf2,sig. negative,3
100kb,atf3,sig. positive,5
100kb,atf4a,sig. negative,5
100kb,atf4a,sig. positive,2
100kb,atf4b,sig. positive,13
100kb,atf5a,sig. positive,2
100kb,atf5b,sig. positive,8
100kb,atf6,sig. negative,2
100kb,atf6,sig. positive,4
100kb,atf7a,sig. negative,2
100kb,atf7a,sig. positive,16
100kb,atf7b,sig. negative,9
100kb,atf7b,sig. positive,4
100kb,atf7ip,sig. negative,2
100kb,atf7ip,sig. positive,18
100kb,atf7ip2,sig. negative,1
100kb,atf7ip2,sig. positive,9
100kb,atg10,sig. negative,1
100kb,atg12,sig. negative,1
100kb,atg16l1,sig. negative,3
100kb,atg16l1,sig. positive,1
100kb,atg16l2,sig. negative,1
100kb,atg16l2,sig. positive,14
100kb,atg2b,sig. negative,1
100kb,atg2b,sig. positive,1
100kb,atg4a,sig. negative,3
100kb,atg4a,sig. positive,6
100kb,atg4b,sig. positive,10
100kb,atg4c,sig. positive,1
100kb,atg4da,sig. negative,1
100kb,atg4da,sig. positive,8
100kb,atg4db,sig. negative,2
100kb,atg4db,sig. positive,4
100kb,atg7,sig. negative,1
100kb,atg7,sig. positive,1
100kb,atg9a,sig. positive,17
100kb,atg9b,sig. negative,1
100kb,atg9b,sig. positive,6
100kb,atic,sig. positive,49
100kb,atl1,sig. negative,6
100kb,atl1,sig. positive,4
100kb,atl2,sig. positive,13
100kb,atl3,sig. positive,17
100kb,atm,sig. positive,4
100kb,atmin,sig. negative,1
100kb,atmin,sig. positive,5
100kb,atn1,sig. positive,14
100kb,atoh1a,sig. negative,6
100kb,atoh1a,sig. positive,19
100kb,atoh1c,sig. positive,3
100kb,atoh7,sig. positive,1
100kb,atoh8,sig. positive,17
100kb,atox1,sig. negative,6
100kb,atox1,sig. positive,1
100kb,atp10a,sig. negative,2
100kb,atp10a,sig. positive,29
100kb,atp10b,sig. positive,1
100kb,atp10d,sig. positive,9
100kb,atp11a,sig. positive,31
100kb,atp11c,sig. positive,36
100kb,atp13a1,sig. positive,2
100kb,atp13a2,sig. negative,2
100kb,atp13a2,sig. positive,5
100kb,atp13a3,sig. positive,8
100kb,atp1a1a.1,sig. positive,15
100kb,atp1a1a.2,sig. negative,1
100kb,atp1a1a.3,sig. positive,1
100kb,atp1a1a.4,sig. positive,14
100kb,atp1a1b,sig. positive,12
100kb,atp1a2a,sig. negative,1
100kb,atp1a2a,sig. positive,34
100kb,atp1a3a,sig. positive,21
100kb,atp1a3b,sig. negative,1
100kb,atp1a3b,sig. positive,18
100kb,atp1b1a,sig. positive,35
100kb,atp1b1b,sig. negative,2
100kb,atp1b2a,sig. negative,5
100kb,atp1b2a,sig. positive,9
100kb,atp1b2b,sig. positive,6
100kb,atp1b3a,sig. positive,25
100kb,atp1b3b,sig. positive,54
100kb,atp1b4,sig. negative,10
100kb,atp1b4,sig. positive,7
100kb,atp23,sig. positive,3
100kb,atp2a1,sig. negative,7
100kb,atp2a1,sig. positive,8
100kb,atp2a2a,sig. negative,2
100kb,atp2a2a,sig. positive,38
100kb,atp2a2b,sig. negative,1
100kb,atp2a2b,sig. positive,9
100kb,atp2a3,sig. positive,82
100kb,atp2b1a,sig. positive,57
100kb,atp2b1b,sig. negative,5
100kb,atp2b1b,sig. positive,11
100kb,atp2b2,sig. negative,1
100kb,atp2b2,sig. positive,2
100kb,atp2b3a,sig. negative,1
100kb,atp2b3a,sig. positive,6
100kb,atp2b3b,sig. negative,1
100kb,atp2b3b,sig. positive,13
100kb,atp2b4,sig. positive,30
100kb,atp2c1,sig. positive,21
100kb,atp5f1b,sig. negative,10
100kb,atp5f1b,sig. positive,2
100kb,atp5f1c,sig. negative,13
100kb,atp5f1d,sig. positive,10
100kb,atp5f1e,sig. positive,3
100kb,atp5fa1,sig. positive,21
100kb,atp5if1a,sig. negative,2
100kb,atp5if1a,sig. positive,4
100kb,atp5if1b,sig. negative,5
100kb,atp5if1b,sig. positive,3
100kb,atp5l,sig. negative,4
